"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","oz11","oz12","oz13","oz14","oz15","oz16","oz17","oz18","oz19","oz20","oz21","oz22","oz23","oz24","oz25","oz26","oz27","oz28","oz29","oz30","oz31","oz32","oz33","oz34","oz35","oz36","oz37","oz38","oz39","oz40","oz41","oz42","oz43","oz44","oz45","oz46","oz47","oz48","oz49","oz50","oz51","oz52","oz53","oz54","oz55","oz56","oz57","oz58","oz59","oz60","oz61","oz62","oz63","oz64","oz65","oz66","oz67","oz68","oz69","oz70","oz71","oz72","oz73","oz74","oz75","oz76","oz77","oz78","oz79","oz80","oz81","oz82","oz83","oz84","oz85","oz86","oz87","oz88","oz89","oz90","oz91","oz92","oz93","oz94","oz95","oz96","oz97","oz98","oz99","oz100","oz101"
-7.0829019e-002,-5.9970285e-001,-8.3234478e-001,1.4940029e+000,-6.1977157e-001,8.3402417e-002,-3.8235981e-001,1.2372969e+000,-1.0602601e+000,-9.8793672e-002,5.4166300e-001,1.4398661e+000,3.9625687e-002,-1.4215412e+000,-9.2232839e-001,1.1165915e+000,-1.0318366e+000,-3.3460896e-001,-5.1845865e-002,-3.6960318e-001,8.2625155e-001,1.3180111e+000,-9.3762781e-001,-1.1065739e+000,-1.6207803e+000,5.2177300e-001,-3.3413403e-001,-9.2368683e-001,1.2491782e+000,1.0348150e+000,5.4658941e-001,-3.5931094e-001,-9.1691614e-001,-1.2307207e+000,-1.6683654e+000,-1.7266909e+000,1.4063025e-002,1.0040734e+000,-1.6804168e+000,6.9172307e-001,-8.7620056e-001,-5.2275633e-001,-7.0129557e-001,5.3170461e-001,7.8334428e-001,2.0828963e-001,-1.0810829e-001,-1.2826743e+000,1.2256147e+000,4.4087251e-001,1.6452973e+000,1.3786819e+000,-1.4041970e+000,-1.2083881e-003,1.0516824e+000,-4.3348834e-001,-1.3947637e-001,9.7091233e-001,-4.7005226e-001,-4.1180733e-001,-1.7000750e+000,1.1441552e+000,-1.4246177e+000,1.4778269e+000,-1.1883908e+000,6.8036938e-001,-5.1221798e-001,9.2233505e-001,-9.7805147e-001,1.2678639e+000,3.9322699e-001,-9.6179230e-001,-5.9902288e-001,-7.5524581e-001,1.4394343e+000,-2.6230207e-001,1.5621945e+000,1.1948634e+000,-4.6149102e-001,1.1853383e+000,-1.5382339e+000,9.2165252e-001,2.5597995e-001,-2.3393061e-001,2.9327621e-001,-1.0556346e+000,-9.6504724e-001,-1.5627207e+000,1.0345989e+000,1.1720929e+000,-9.5997919e-002,1.1475907e+000,1.2949315e+000,1.1713528e+000,5.2201372e-002,-1.4583186e+000,-8.0393978e-001,-7.9698527e-002,-8.5026028e-001,1.6045040e-002,1.5048262e+000
5.8379004e-001,4.7277825e-001,1.2192644e+000,1.2612217e+000,1.3150575e+000,2.7487164e+000,1.4488492e+000,5.2148244e-001,1.6694045e-001,1.2843740e+000,8.3433950e-001,7.4451672e-001,1.5839717e+000,1.6586563e+000,-9.0356606e-002,3.2333279e-002,-1.6967310e+000,1.1070728e-001,1.2594202e+000,-1.0309713e+000,-1.1858365e+000,-1.0558890e+000,1.0799157e+000,-6.2956149e-001,-1.0088162e+000,8.2527685e-001,-9.8028291e-001,1.0380205e+000,-1.7182225e+000,6.8580392e-001,1.1426822e+000,-1.6103231e+000,-1.3318259e+000,-1.4001728e+000,5.5833123e-001,5.9375176e-001,1.5087921e+000,-4.8726828e-002,-1.3422545e+000,1.1128960e+000,-5.7109864e-001,6.6032518e-001,9.9893673e-001,-1.4276129e+000,2.2701507e-001,1.5575970e+000,1.6271222e+000,2.9613069e-001,1.6711608e-001,4.1665113e-001,-6.6726822e-001,1.2435483e+000,9.2105020e-001,1.3619129e+000,1.6755391e+000,-1.2603440e+000,-1.3712180e+000,-3.0804033e-001,1.8214292e-001,-1.2279350e+000,-1.3665256e+000,1.4711435e+000,-1.0091998e+000,9.3662690e-001,1.7953148e-001,-1.1439913e+000,1.1937042e+000,-4.4645601e-001,-1.0456924e+000,1.7674686e+000,7.4860222e-001,-5.4612260e-002,-8.3991874e-001,-1.7702791e-001,-1.5487702e+000,1.3236923e+000,6.8746525e-002,-4.6153377e-001,3.4146956e-001,-5.1587243e-002,-8.4506072e-002,8.6674348e-001,-7.2159349e-001,1.7290149e+000,3.8251836e-001,-1.6500468e+000,5.1638061e-001,-6.1161875e-001,5.9089558e-001,7.7703733e-001,1.1853591e+000,-4.6645696e-001,-1.1186839e+000,7.9786510e-001,-1.1888107e+000,1.7926642e-001,5.1428111e-001,9.9617339e-001,-1.3392085e+000,-1.6693305e+000,-3.0602960e-001
-4.9155712e-002,5.1737700e-001,-4.6782513e-001,-1.1889007e+000,-1.6384019e-001,1.5191699e+000,1.5883108e+000,1.0816609e+000,1.2416522e+000,-8.5101529e-001,6.7415287e-001,2.1368238e-001,1.5524215e+000,-1.3270441e+000,-1.4473213e+000,1.1594934e+000,1.1324589e+000,1.1536421e+000,1.3247230e+000,-1.0046236e+000,-1.4898029e+000,-5.2278067e-001,1.0238339e+000,5.1386514e-001,8.6956212e-001,1.6058655e+000,1.4889304e+000,5.1281498e-001,3.6990010e-001,1.4205149e+000,-5.0614719e-001,9.7543139e-001,-4.2011538e-001,-1.5493778e+000,-9.3737315e-001,-9.0616693e-001,4.4924890e-001,9.4751585e-001,1.6466100e+000,-4.2802281e-001,-1.2051358e+000,1.7703323e-001,-6.1980569e-001,-2.6738841e-001,1.1974754e+000,5.9940472e-001,-1.8792815e-001,-9.6992550e-001,1.6081060e+000,1.4612340e+000,9.0945748e-001,-6.2863529e-002,-2.9583761e-001,-1.6481085e+000,-2.8247285e-001,1.0298124e-001,1.5271262e-001,-3.6025533e-001,8.6961939e-001,-6.8293258e-001,-5.0628679e-001,6.8725339e-001,-1.2279087e+000,6.7502207e-001,-1.2577844e+000,-1.0717274e+000,1.7200520e+000,-2.0111957e-001,-3.1903538e-001,-1.5658873e+000,-9.3450960e-002,6.3311677e-001,-5.0634507e-002,3.3853564e-001,1.6729676e+000,-8.7739152e-001,-9.7867855e-001,-1.4752564e+000,5.3244464e-001,1.2357804e+000,-4.3464771e-002,-1.5376078e+000,-8.4091625e-001,-1.2709501e+000,-1.1457522e+000,-8.7267179e-001,1.3127178e+000,1.0273943e+000,2.3300237e-001,-9.0233470e-002,-1.7666297e-001,-7.9656373e-001,1.6497071e+000,9.4916339e-001,1.2438903e+000,1.3541757e+000,1.4815906e+000,-8.4515502e-001,4.2339004e-001,2.0653508e-001,-6.1066024e-001
1.0323868e-001,-3.4522219e-001,8.1580188e-001,4.0232552e-001,2.6781347e-001,1.0044423e+000,4.3127867e-001,-4.7726601e-001,-3.9179414e-001,1.0499098e+000,-1.1911615e+000,-5.7492256e-001,-1.7273176e+000,8.7023592e-001,1.5358235e+000,-8.4850351e-001,1.0470040e-001,8.5193818e-001,4.0964412e-001,1.4504438e-001,1.2081363e+000,1.5549443e+000,2.9035057e-001,-7.0971295e-001,9.1584484e-001,1.3486090e+000,3.7473567e-001,1.0377274e+000,1.0132536e+000,2.5413841e-001,-1.1038374e+000,-1.4536282e+000,-1.5171980e+000,-1.2879668e+000,1.3995450e+000,8.5864519e-002,7.6679107e-001,1.0703728e+000,1.0128412e+000,-7.1755227e-001,1.3218668e+000,1.2682454e+000,-1.5548384e+000,-1.4012928e+000,1.0541056e+000,-1.2713080e+000,2.7520609e-001,-5.5348440e-001,1.3564788e+000,-3.9021870e-002,-1.5235591e+000,1.4610809e+000,-1.2586739e+000,1.5839157e-001,-1.2730025e+000,8.1554693e-002,-2.4328937e-001,-1.3926610e+000,5.6184735e-001,6.4232330e-001,-1.5091795e+000,6.7176121e-001,-1.5856957e+000,6.6328575e-002,-1.0875825e+000,1.1890517e+000,8.7717976e-001,-1.0322929e+000,1.6548501e-001,9.9752115e-001,-1.2694678e+000,6.2753548e-001,-1.0000478e+000,-1.9797576e-001,1.6497463e+000,-4.3928983e-001,1.8447605e-001,-1.3676473e+000,1.4933488e+000,-8.1098566e-001,7.3173038e-002,-1.3651356e+000,-7.9439839e-001,1.6718169e-001,4.2178307e-001,8.5964857e-001,1.1705489e+000,-9.3811956e-001,1.5583036e+000,-1.3486226e+000,-1.5066843e-001,-1.4522883e+000,-2.8453210e-001,-1.2385739e+000,-7.1474475e-001,-1.1978429e+000,7.8268898e-001,-5.6326840e-001,-1.2910541e+000,-2.9609255e-001,1.1656295e+000
7.4091851e-001,1.0557521e+000,-3.3557082e-001,-9.8929914e-001,-4.1299772e-001,-6.7890100e-001,-2.0152255e-001,-6.1299052e-001,-1.0386121e+000,8.2502627e-001,7.2446387e-001,4.1716370e-001,-1.7097094e+000,1.0274696e+000,-9.4058819e-001,-1.4765079e+000,1.1232748e+000,-1.6561060e+000,1.1202272e+000,-1.5599553e-001,6.3312222e-002,4.7848942e-001,-1.1060571e+000,-3.4890560e-001,1.6547703e+000,6.7713979e-001,-1.6559726e+000,8.6092506e-001,-5.9933341e-001,6.5023463e-001,1.4695896e-001,8.6855476e-001,1.2578135e+000,1.6447005e-001,6.4697777e-001,1.2498248e+000,1.5870184e+000,1.1641923e+000,-6.8699593e-001,-1.4546505e+000,-2.2610147e-001,-1.1399388e+000,-5.3873638e-001,-1.5275240e+000,-1.5131765e+000,3.4705094e-001,-6.8144353e-001,-7.3153426e-001,3.8037112e-001,9.8903150e-001,1.2061764e+000,-7.9937521e-001,-1.1876287e+000,4.9700448e-001,-1.0281467e+000,1.5577066e+000,8.7736001e-001,1.6208303e+000,-9.5624718e-001,-1.3641260e+000,-5.7217964e-001,-7.7101623e-001,-1.2155738e+000,5.6954147e-002,9.1965049e-001,1.5703635e+000,1.7594363e-001,-6.6768061e-001,1.7331854e+000,-1.6517751e+000,-8.9645840e-001,-4.9895492e-001,-4.1176148e-001,1.7006651e+000,-1.6325552e+000,1.0631233e+000,-5.2229118e-001,1.1639233e+000,-5.6971167e-001,-2.0484155e-002,-1.2006065e+000,-1.4022522e+000,-1.3964299e-002,-1.1502852e-001,-1.6086388e+000,-6.5009228e-002,1.2841063e+000,1.7935715e-001,1.4020373e+000,-7.4027050e-002,1.5047338e+000,3.4361907e-001,2.8750315e-002,-9.8030989e-002,-5.8879797e-001,6.0239318e-001,-5.6561548e-001,-1.5213100e+000,-7.5777928e-001,1.2323866e+000,-2.3918618e+000
-9.7193588e-001,-1.3117850e+000,-8.0242811e-001,1.4457242e+000,-9.7682752e-001,3.2579225e-001,-1.4607372e-002,7.2643068e-001,6.8957213e-001,-4.8108273e-001,7.6490069e-001,1.4595511e+000,8.1988671e-001,9.0774376e-001,7.8382202e-001,1.3724088e+000,6.3084921e-001,-1.4526555e+000,-5.5948908e-001,5.8016725e-001,1.4268106e+000,-1.3570523e+000,-1.6982888e+000,6.2225944e-001,-1.0667180e-001,1.5337647e+000,-3.1871850e-001,6.7152822e-001,-1.1502132e+000,-1.0611503e+000,1.3362803e-001,1.5305606e-001,-1.3248528e+000,-7.0696306e-002,7.7788927e-001,3.0990946e-002,1.5685267e+000,1.6819262e+000,-1.2738192e+000,-1.5384333e+000,1.6871431e+000,2.2774355e-001,-2.9517970e-001,-1.0291186e+000,-7.5137072e-001,-1.2148466e+000,-9.6947776e-003,-1.5256127e+000,4.2089238e-001,1.5603665e+000,-7.9222202e-001,8.1438429e-001,-1.4480433e+000,9.4538733e-001,-1.5593251e+000,-6.4169264e-001,-1.1713179e+000,1.0151160e+000,1.3863124e+000,1.1560066e+000,-2.9453446e-001,5.2728474e-002,5.4461638e-001,8.8039864e-001,-7.8985138e-001,-1.2275775e+000,-1.0446866e+000,-1.3070736e+000,-1.6860237e+000,1.2752277e+000,3.8447621e-001,1.0135726e+000,-1.3688758e+000,1.1478511e+000,-1.6003011e+000,2.5355316e-001,6.2359038e-001,6.5863319e-001,1.1537310e+000,1.4047894e-001,-6.6943459e-001,-2.9748575e-001,-6.4481702e-001,1.0920563e+000,4.2775153e-001,-6.7037409e-001,-1.3929291e-001,1.1681910e+000,-8.5510941e-001,5.0880274e-001,8.7781932e-002,-1.5049274e+000,-3.8261153e-001,1.1784424e-001,-1.3651185e-001,2.2193745e-001,-4.5201283e-001,-3.7257170e-001,-1.1901286e+000,-1.4521477e+000,4.0840102e-001
1.8278250e-002,-2.6250845e-001,4.4310900e-001,1.4613729e+000,2.3523137e-001,-1.1649487e+000,-1.1537792e+000,-3.1143933e-001,-9.1965098e-001,-7.4392595e-001,-1.1547274e+000,7.5471379e-001,-1.2181462e+000,4.2229114e-001,3.0446577e-001,9.1284057e-001,1.3920686e+000,5.2831803e-001,-1.1708729e+000,-4.2127571e-001,2.5246134e-001,1.3133692e+000,-1.2423655e+000,-1.3463145e+000,6.7975649e-001,3.5875587e-001,1.4607686e+000,1.3661844e+000,3.1163547e-002,9.7495735e-001,-2.8778633e-001,-1.4120712e+000,-7.3699603e-001,-4.9949942e-001,-2.3585797e-001,-3.2451486e-001,4.6878926e-001,-4.6494935e-001,-1.5506945e+000,5.7454173e-001,5.4877839e-001,-8.9482573e-001,-6.7751853e-001,-6.1182735e-001,1.1897280e+000,-8.3643907e-002,8.9174059e-001,1.2749858e+000,1.0409972e-001,2.6570206e-002,2.5750514e-001,3.6010977e-002,-3.1084010e-001,1.6348079e+000,1.3796030e+000,-1.2313841e+000,1.6980859e+000,-3.5912220e-001,2.8386790e-002,-6.3249093e-001,-1.2267539e+000,-4.7965417e-001,-4.9312683e-001,1.1804240e+000,7.0983455e-002,7.2913452e-001,-1.4006167e+000,-3.8883644e-001,-9.7137886e-001,-4.5573547e-001,-1.4488576e-001,3.0429495e-001,-2.7876984e-001,-3.5798156e-001,-1.1902032e+000,6.4224944e-001,1.3650730e+000,-4.9462980e-001,-1.8599194e-002,-1.6751163e+000,-1.6633310e+000,1.0007747e+000,-1.3282900e+000,-8.4183018e-001,1.4774682e+000,5.7289301e-001,-5.5688039e-001,-3.7192595e-001,6.9079113e-001,7.5175511e-001,3.4107646e-001,5.2819217e-001,4.6311309e-001,1.6269096e+000,4.8754694e-001,2.1800603e-001,-1.2836587e+000,1.6938013e+000,-1.7483565e+000,4.1081291e-001,1.4450487e+000
-1.2467664e-002,4.0762625e-001,9.1983124e-001,8.2469685e-001,1.5526799e-001,7.3730486e-001,1.2717692e+000,-2.7349741e-001,-1.4886392e+000,3.8555078e-001,1.4253419e+000,3.2788312e-001,8.3325226e-001,4.0147819e-001,1.2467910e+000,-6.0308828e-001,1.6103118e+000,-1.4985763e+000,-5.7277920e-001,9.9378660e-001,1.4380533e+000,-1.1756865e+000,2.3352320e-001,-1.0344791e+000,1.2317683e+000,1.0425675e+000,-1.7790233e+000,-4.3442687e-001,-1.0596356e+000,5.2641983e-001,1.0461039e+000,-1.6837402e+000,-5.7343359e-001,-2.7394837e-001,-1.4024162e+000,1.3500572e+000,-1.4476682e-003,1.0438103e+000,-4.0354644e-001,1.2697929e+000,-4.1418874e-001,-1.4824227e+000,1.6358516e+000,9.0827138e-001,-2.8225304e-001,1.4742250e+000,2.9165743e-001,-7.2918543e-001,-1.7125057e-001,-2.2262236e-001,-1.5477925e+000,-6.9572049e-001,1.3046672e+000,1.3440611e+000,1.1688335e+000,-9.4270839e-001,-1.5011598e+000,1.1723382e+000,6.6828248e-001,1.4081772e+000,3.6433981e-001,6.4254483e-001,-7.2715768e-001,2.3169135e-001,5.6226377e-001,4.1630179e-001,4.7167526e-001,4.5827016e-001,9.6987518e-002,-1.3701965e+000,9.6420710e-001,9.3992461e-001,4.8795529e-001,-2.2105326e-001,-1.4842253e+000,-6.4044463e-001,-1.6783594e+000,6.2431033e-001,4.2625947e-001,9.2009245e-001,-3.3194894e-001,-1.2337741e+000,3.4489630e-001,2.5958017e-001,1.0403024e+000,-4.5446318e-001,6.2470768e-001,-1.4367219e+000,-1.3531506e+000,1.3673227e+000,-1.4036956e+000,-3.5976523e-001,-1.5608798e+000,-1.1430151e+000,-1.4938878e+000,3.1994630e-001,1.6147678e+000,-1.1253192e+000,1.5651968e+000,-2.0690089e-001,2.7349308e-001
-6.7270512e-001,-1.1480495e+000,-3.9162532e-001,-8.4052609e-001,-5.0290574e-001,-1.5082289e-001,8.8100538e-002,-1.5211074e-001,1.6683484e-002,-1.0485704e+000,1.3385355e+000,-1.4730718e+000,-8.1103072e-001,6.5717533e-001,-1.0874501e-001,8.3407948e-001,-1.3600107e+000,-5.8807459e-001,2.0334488e-001,-5.1597132e-001,1.8417814e-001,9.0783355e-001,4.9920771e-002,-1.4314077e+000,-2.1009646e-001,-8.5115352e-001,6.6130040e-001,-3.5840435e-003,8.7403265e-001,9.8231328e-001,1.6419740e+000,-8.4117159e-001,5.6229123e-001,7.3871949e-002,6.8744723e-001,-9.6813083e-001,1.3953441e+000,1.0941710e-001,4.9907146e-001,-1.3809356e+000,1.3664677e+000,-9.5884711e-001,1.5589332e+000,5.3612796e-001,1.1892460e+000,1.4111433e-002,5.7041649e-001,-2.8680756e-001,1.7603173e+000,-8.0972308e-001,8.7405733e-001,-4.7012836e-001,-7.0602023e-001,-6.5152155e-001,1.1543386e+000,-1.0982428e+000,-6.1594633e-001,8.2323679e-001,-1.6749710e+000,-8.2751194e-001,-1.6345015e+000,1.3295870e+000,8.4124642e-001,-8.0070564e-001,5.7602276e-001,-5.6251850e-001,-1.2527443e+000,7.3195895e-001,3.0387872e-002,3.5124724e-001,-4.2558921e-001,-1.5872058e+000,9.1139407e-001,-1.1773654e+000,8.7114272e-001,1.2288538e+000,-6.0641877e-001,-2.5074737e-001,8.8978907e-001,-1.2071176e+000,-2.6964574e-001,-2.7730129e-001,1.0672718e+000,7.4083432e-004,-9.1699761e-001,4.7292683e-001,-4.3733551e-001,1.2731961e+000,-8.5834277e-001,1.4908347e+000,-8.1293965e-001,-3.5902994e-001,2.4540609e-002,-1.5100514e+000,1.5597557e+000,-7.9582855e-001,-9.4297283e-001,-9.4980986e-001,-1.3093593e-001,1.7157890e+000,1.3429956e-001
2.9900262e-001,-5.6563307e-001,6.3469533e-001,1.0310555e+000,3.4174496e-001,1.0323840e+000,7.2159117e-001,9.0589451e-001,1.6285339e+000,-3.5839210e-001,-3.1863827e-002,-3.7735312e-002,1.6472930e+000,7.3897188e-001,1.3673688e+000,-2.8594960e-001,-3.5310589e-001,1.7591783e+000,7.9747402e-001,1.6969225e+000,-1.5037459e+000,4.8214253e-001,1.1970457e+000,-1.6078903e+000,5.0252283e-001,8.1506472e-001,-5.3273331e-002,1.4551682e+000,-1.3599482e+000,-4.3976317e-001,-2.3783647e-001,-1.4755774e+000,-8.6536065e-001,1.1829099e-001,6.1870545e-001,-1.4892240e+000,1.5113712e+000,-1.1699423e-001,8.1995431e-001,-3.0870073e-001,8.2449973e-001,4.1332866e-001,1.7094947e+000,-6.6216421e-001,2.8878341e-001,1.5816157e+000,-1.0428781e+000,-4.0658387e-001,5.0618914e-001,8.9788526e-001,1.1265887e-001,1.3904836e+000,-3.4067875e-001,-6.6286034e-001,1.3990192e+000,-1.2657084e+000,8.4045356e-001,-1.0823448e+000,1.1803679e+000,-1.3009395e+000,1.3700336e+000,1.7452653e-001,-1.6044576e+000,1.6793115e+000,5.4014636e-001,-6.5830054e-001,1.6930675e+000,1.4768709e+000,-1.3380342e+000,-6.6623694e-001,-1.2982672e+000,-6.2799490e-001,4.8175159e-001,-1.1088822e+000,1.0190288e+000,4.2609261e-001,-1.1045901e+000,-1.0743655e+000,4.7620848e-001,1.3433950e+000,-6.1015764e-001,5.6633594e-001,-5.0613669e-001,-8.7172024e-001,-1.7933730e+000,3.7483096e-001,-6.1093647e-001,4.0701759e-001,1.5709606e+000,2.7186484e-001,-7.3797361e-001,7.7862334e-001,6.2527173e-001,-1.3708799e+000,-3.7849617e-001,1.5549193e+000,7.8894096e-002,5.4193948e-001,6.3224550e-001,7.1355093e-002,1.4431937e+000
2.2610167e+000,1.7369413e+000,-1.4297635e+000,-1.2834647e+000,-1.2957634e+000,-1.0275909e+000,-1.4516157e+000,1.0228833e+000,2.2443702e-001,-5.8490615e-001,2.3248618e-001,1.1524549e+000,-1.4734342e+000,7.7699098e-002,-5.4611962e-001,1.0344889e+000,1.1155669e+000,1.7091693e+000,-1.6365307e+000,-1.6064053e+000,-5.6915351e-001,1.7546626e+000,-1.3172825e+000,9.3068262e-001,-1.2430091e+000,-6.8285135e-002,-1.7707356e+000,-1.0682226e+000,-9.7055160e-001,-1.1311605e+000,1.5379893e+000,8.7322912e-001,1.0018435e+000,-4.4861743e-001,4.0978420e-001,1.3684480e+000,-1.2768076e+000,-9.6239266e-002,1.6565339e+000,-1.0227850e+000,4.8508206e-001,1.0565677e+000,1.5805838e+000,9.0840303e-002,-1.5244755e+000,1.2902183e+000,-5.0193945e-001,-6.1804593e-002,-5.8177853e-001,-7.0709051e-001,-1.7081586e-001,8.9557568e-001,-6.7466117e-001,1.5355446e+000,-5.2662394e-001,-8.7399408e-002,2.1070647e-001,1.2878757e+000,-1.4428760e+000,1.5006481e+000,1.3304283e+000,8.8255779e-001,1.7508328e+000,-5.6004038e-001,-4.6614321e-001,-4.3830181e-001,7.2454726e-001,7.3766818e-001,-4.1468829e-001,2.5165483e-001,-1.0347557e+000,1.1575647e+000,-6.4935721e-001,-1.7969358e-002,-1.2930030e+000,-1.5787853e-001,6.4473435e-001,2.0836099e-001,-5.1665540e-001,-7.6091088e-001,-2.7185692e-001,1.2743055e+000,-1.0949371e+000,-1.2268573e+000,1.3928682e+000,4.7506498e-001,-7.8964113e-001,1.4618327e-001,7.8008351e-001,-2.6957415e-001,-1.3779356e+000,2.6862801e-002,-7.3214375e-001,-5.7040237e-001,9.9011826e-001,-1.0331815e+000,-1.3693531e+000,-4.2168051e-001,-1.1220071e+000,9.8486589e-001,-1.5050478e-002
1.4792632e-002,-5.4689348e-001,-5.9821388e-001,-9.4123676e-003,-5.1691648e-001,4.0636523e-001,-3.4166896e-001,3.8003731e-001,1.3772200e-001,9.3281749e-001,-1.2497687e+000,-1.2348112e+000,-7.6632779e-001,-1.2683711e-002,1.5409722e+000,-1.5121442e+000,8.2467735e-001,1.3917948e+000,9.3412396e-001,4.6878052e-001,9.5879334e-001,1.1801840e+000,5.2976734e-001,-1.4951495e+000,-1.0556005e+000,-3.6849748e-001,-1.7293423e+000,-7.5309291e-001,-1.7722310e-001,-4.4668051e-001,-6.5786951e-001,1.4227717e+000,1.4659105e+000,-1.2761419e+000,-4.8375324e-001,1.6626821e+000,-7.6244064e-001,-6.5895556e-001,-1.0975344e+000,-2.9853063e-001,-1.0405843e+000,-6.6756471e-001,-1.5519375e+000,-3.8133038e-001,8.4020407e-001,-8.4994599e-001,1.2460388e+000,1.6110922e+000,1.5573353e+000,4.5981395e-001,1.0436050e+000,1.0296767e+000,-8.4031777e-001,-1.5319206e+000,7.0481881e-001,1.4346664e+000,6.8753381e-001,5.3149291e-001,1.1396349e+000,-1.2688707e+000,4.6462228e-001,7.1328261e-001,-1.1446061e-001,-1.4423137e+000,-1.8364908e-001,-1.0819724e+000,1.4932552e+000,5.6556690e-001,2.0101873e-001,1.4054462e+000,1.6564071e+000,5.5998272e-001,-5.0835195e-001,5.0337939e-002,1.6774385e+000,-4.6986834e-001,-1.6747261e+000,-1.5523344e+000,-7.4657836e-001,6.2760579e-001,1.4298646e-001,9.9722782e-001,1.3918563e-001,1.3660155e+000,-2.5056736e-001,3.9704356e-001,-4.9810753e-001,-1.6961108e+000,-7.2169808e-001,-1.4318301e+000,6.8943483e-001,-9.4146336e-001,7.0162978e-001,7.0736949e-001,-5.1834697e-001,1.3288723e+000,-1.9154221e-001,1.1987995e+000,-5.2919750e-002,1.4587993e+000,1.3577947e+000
7.1255763e-001,9.7552291e-001,-7.0471971e-001,-7.2054691e-001,-6.7789380e-001,7.3292973e-001,6.5872710e-001,1.0689256e+000,1.4655687e+000,-9.2757233e-001,7.0084830e-001,-1.4176859e+000,-1.4623881e+000,1.0084704e+000,-9.2256006e-001,9.2443800e-001,-1.0955493e+000,-1.4021400e-002,4.5198526e-001,-3.2166672e-003,-1.4183546e+000,4.2012435e-001,1.5910432e+000,9.4056595e-002,-1.3604830e-001,-6.9488907e-001,-9.0389039e-001,6.3421406e-001,-1.8906904e-002,8.4773168e-001,-9.9052855e-001,-1.6404670e+000,-5.5524772e-001,-1.3643819e+000,3.5480196e-001,-1.6961064e+000,1.3305191e+000,-1.6775912e+000,-1.6189471e+000,-1.6552108e+000,5.8241033e-001,1.0654864e+000,3.6669718e-001,1.6767785e+000,-6.0228087e-002,-5.4692765e-001,8.2452659e-002,1.4457840e+000,-1.1766215e+000,-8.5684870e-001,8.9026634e-001,-6.3797050e-001,5.2670446e-001,5.0781289e-001,1.3681258e+000,4.0466292e-001,-2.4371650e-001,5.0954541e-001,1.4162806e+000,-1.4817757e+000,1.6071500e-001,-6.5139580e-003,-1.4408326e+000,-1.2602653e+000,7.6295909e-001,-1.4205932e+000,-1.5889504e+000,-7.7670953e-001,1.7872627e-001,-1.4655421e+000,2.3765093e-001,-1.0902692e+000,1.5497661e+000,-1.4345216e-001,-7.7245915e-001,7.7888800e-001,-3.9178612e-002,1.2052847e+000,-7.4190569e-001,4.7671887e-002,5.9080946e-002,5.2471906e-002,7.1369251e-001,-6.1674076e-001,-9.3694691e-001,1.1799141e+000,-1.6616991e+000,8.6228233e-001,1.3483079e+000,4.4634229e-001,-1.1233538e+000,-1.5013737e+000,-9.6212544e-001,3.5319133e-001,-1.2217726e+000,-5.9244084e-001,7.2018384e-001,2.9695198e-001,1.6749884e-001,-4.0147189e-001,-2.1816635e+000
-1.0164697e+000,-5.6123726e-001,-3.9714914e-001,5.3865581e-001,-4.5255728e-001,-8.0279555e-001,-7.4499400e-001,4.8142396e-001,-1.2995594e-002,-7.3602657e-001,3.0976949e-001,-1.0736005e+000,-9.0774529e-001,4.2984321e-001,2.2492555e-001,-3.1417419e-001,-1.2595094e-001,2.7971838e-001,7.2151673e-001,1.1945527e+000,1.1686860e+000,1.6405352e+000,-9.3269472e-002,1.0551338e+000,1.6351089e+000,-4.4863789e-001,-1.3591173e+000,-1.7173253e+000,5.6842108e-002,-1.1192311e+000,6.8258887e-001,1.2042984e+000,-3.9281096e-001,1.0508673e+000,-6.9402442e-001,3.5471956e-001,1.8097252e-001,1.9871682e-001,5.6536628e-001,1.0861189e+000,-9.8544929e-001,-1.5538938e+000,1.4323029e+000,1.2347990e+000,2.9992576e-001,-8.8858152e-001,5.6224119e-001,1.6068690e+000,-4.9941501e-001,5.7207951e-002,-1.5679085e+000,-1.3751248e+000,1.3579836e+000,4.3189598e-001,-1.5961047e+000,1.5081187e+000,1.3498196e+000,-1.1309106e+000,3.4140388e-001,1.6061362e+000,-8.1844348e-001,-7.8233472e-001,-1.3270342e+000,-1.5518237e+000,9.5016615e-001,-1.6075084e+000,8.5681900e-001,-3.7680805e-001,-1.1846400e+000,-1.1659181e+000,2.7474895e-001,1.5022192e+000,-6.6229385e-001,-1.7516553e+000,-4.2388952e-001,9.6164985e-001,1.5925329e+000,-6.9777550e-001,8.9249965e-001,2.7210956e-001,4.2828140e-001,1.2558920e-001,-9.3055548e-001,1.0530648e+000,1.2703671e+000,-1.0534948e+000,7.0934504e-001,3.7355083e-001,4.5670673e-001,1.5470698e+000,-5.7256334e-001,1.0485318e+000,1.8965224e-001,1.0511966e-001,-1.4503519e+000,-1.5749623e+000,-1.6945530e+000,-4.7054015e-001,2.1490684e-001,-6.3061323e-001,1.0975265e+000
